model,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used
sam2_small,image_240.jpg,image_240.json,raam,0,0.38023969182479667,0.5509763182104795,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,1,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,2,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,3,0.4046952090072832,0.5762035869593186,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,4,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,deur,5,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,deur,6,0.4598271741128884,0.6299748110831235,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,7,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,8,0.0,0.0,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
sam2_small,image_240.jpg,image_240.json,raam,9,0.3097328244274809,0.4729710039341396,10,39,4,2.914728879928589,0.1554494899372449,0.2230125720187061,128
